,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
962,C2983090,['aapp'],Guanine Nucleotide-Binding Protein Subunit Alpha-11,2,20,40
964,C0443252,['tmco'],Long-term,1346,20731,21038
966,C1705232,['fndg'],Death Related to Adverse Event,217,3547,3594
967,C2986815,['qlco'],Robust,263,3743,3971
968,C0454664,['geoa'],Country,577,9631,10330
969,C1273870,['ocac'],Management procedure,257,3914,3872
970,C0332462,['spco'],Folded structure,370,4997,5520
973,C1274040,['ftcn'],Result,4991,72295,76234
974,C0999806,['virs'],Human papillomavirus 16,98,180,1842
982,C0999807,['virs'],Human papillomavirus 18,68,100,1330
997,C0043210,['popg'],Woman,1776,10554,29786
1002,C0001551,"['imft', 'phsu']",Immunologic Adjuvants,336,3255,5603
1004,C4277607,['biof'],"Immunogenicity, Vaccine",113,1533,1903
1014,C0439231,['tmco'],month,3594,49815,51950
1021,C0042196,['topp'],Vaccination,551,8217,9397
1022,C0002371,"['inch', 'phsu']",Aluminum Hydroxide,15,130,210
1025,C0170300,"['imft', 'phsu']",Hepatitis A Vaccines,25,180,500
1026,C1005556,['virs'],Human papillomavirus 6,35,120,600
1027,C1321605,['inbe'],Compliance behavior,218,2778,3061
1028,C0043214,['qlco'],Women's Status,3,0,60
1031,C0001792,['popg'],Elderly (population group),1950,27214,30078
1032,C0376247,['lang'],Japanese language,299,3987,3795
1038,C0066776,"['orch', 'phsu']",monophosphoryl lipid A,9,90,150
1042,C0009450,['dsyn'],Communicable Diseases,639,8658,9068
1043,C0012854,"['bacs', 'nnon']",DNA,125,1343,1690
1044,C1561607,['qlco'],Overall,2493,36279,38072
1045,C0439526,['qnco'],/mL,582,8407,8006
1047,C4684691,['qnco'],Interim Analysis,165,2331,2463
1049,C0441767,['inpr'],Stage level 2,446,5242,5631
1051,C1512511,"['aapp', 'imft', 'phsu']",Human Papilloma Virus Vaccine,84,360,1530
1057,C2348453,['qnco'],Enzyme-Linked Immunosorbent Assay Unit,10,80,180
1059,C0205250,['qlco'],High,3143,46273,49057
1063,C1440786,['virs'],Human papilloma virus 16+18,41,80,800
1066,C0521143,['qlco'],Seropositive,113,1312,2050
1068,C4042908,['npop'],Seroconversion,130,1941,2182
1069,C1096776,['resa'],Multicenter Study,979,14054,14987
1072,C0159028,['sosy'],General symptom,29,470,511
1074,C3872595,"['bacs', 'nnon']",Human papillomavirus DNA,17,30,291
1078,C1979963,['lbpr'],Profile (lab procedure),1821,26993,27844
1079,C4084911,['inpr'],Life Expectancy Greater than Twenty Years,77,924,1048
1081,C4300383,['qnco'],Doses of vaccine,230,3381,4062
1083,C2700396,['spco'],Injection site,64,1010,1061
1085,C0442726,['fndg'],Detected (finding),769,9483,10956
1086,C1825598,['gngm'],IMPACT gene,1494,21401,23100
1087,C0205296,['ftcn'],Natural,88,1016,1235
1088,C1707101,['gngm'],CD44 wt Allele,376,5312,5533
1089,C1705654,['inpr'],Entry (data),257,3506,4028
1090,C0700221,['medd'],Intravascular line,357,4990,5671
1092,C2348792,['tmco'],Timepoint,404,5173,5509
1093,C0332037,['hcro'],Protocol Group,5,50,80
1096,C0439175,['qnco'],% of total,3244,45866,48799
1097,C0205197,['qlco'],Complete,2525,32331,34213
1099,C1519885,['fndg'],Vaccinated (qualifier),179,2533,3173
1100,C0332183,['tmco'],Frequently,1712,25561,26111
1103,C0445247,['qlco'],Same,643,8706,9266
1105,C1561503,['idcn'],Precision - second,613,8953,9327
1106,C3817553,['qnco'],100%,1900,27251,28007
1107,C2986759,['qnco'],Geometric Mean,389,5446,6058
1110,C2348561,['popg'],Study Population (group),158,2344,2555
1111,C0205437,['qnco'],Third,391,5253,5905
1112,C0750729,['tmco'],Course,416,5315,5675
1113,C0680240,['socb'],Agreement,1000,15339,16395
1114,C0021344,['virs'],Human Papillomavirus,126,471,2202
1115,C0032975,['qnco'],Pregnancy Rate,41,10,790
1119,C1828121,['ftcn'],Injection Route of Drug Administration,225,3135,3332
1122,C2713522,"['aapp', 'horm', 'phsu']",Corifollitropin alfa,14,10,260
1132,C2751898,['dsyn'],"Ventricular Fibrillation, Paroxysmal Familial, 1",25,0,480
1134,C0949385,['topp'],Ovarian Stimulation,21,0,410
1136,C0005910,['orga'],Body Weight,1043,15277,16107
1138,C0087136,['fndg'],Unmarried,1844,22171,22620
1140,C2599718,['inpr'],Clinical trial protocol,729,9212,10342
1142,C4505128,['resa'],Non-Inferiority Trial,171,2882,2974
1143,C0087113,['qlco'],Treatment Effectiveness,860,11852,12599
1144,C0455164,['topp'],"Sperm Injections, Intracytoplasmic",11,1,200
1146,C0029045,['cell'],Oocytes,13,0,230
1147,C0023879,['geoa'],Lithuania,22,82,281
1149,C0049272,['nnon'],5-iodouracil,142,1617,1901
1152,C0039082,['dsyn'],Syndrome,112,1368,1581
1153,C0018061,"['aapp', 'horm', 'phsu']",Gonadotropins,22,50,371
1154,C0022718,['geoa'],Kyrgyzstan,659,8604,9339
1155,C0332173,['tmco'],Daily,3490,49244,50885
1167,C3537040,['phsu'],Gonadotropin Releasing Hormone Antagonist [EPC],24,40,390
1173,C1948023,['npop'],Stimulation (motivation),250,2388,2714
1176,C0205435,['qnco'],First (number),2372,33621,35492
1182,C0205163,['qlco'],Equal,553,7907,8352
1184,C4517899,['qnco'],9.5,791,11660,12066
1196,C0332174,['tmco'],Weekly,2205,30727,31509
1198,C1514798,['orgm'],Recombinants,136,1398,1537
1201,C0750484,['fndg'],Confirmation,901,12933,13516
1203,C1554078,['idcn'],Replace - HL7UpdateMode,36,483,581
1205,C0348011,['ftcn'],Surgical transfer - action,17,160,270
1206,C2700400,['acty'],Contain (action),928,12308,13734
1207,C2348397,['qnco'],Elimination Half Life,31,370,344
1208,C1537044,['moft'],protein activity,3,30,50
1210,C2923471,['clna'],Time to peak,8,71,91
1212,C0439228,['tmco'],day,1831,24875,25858
1215,C0332294,['ftcn'],Resulting in,263,3344,3442
1216,C2926735,"['orch', 'phsu']",Duration,823,11368,11998
1217,C0683525,['fndg'],treatment options,340,5095,5069
1219,C1514821,['hlca'],Registration,1970,27043,28136
1222,C4547399,"['aapp', 'phsu']",CI-2,1027,15767,16588
1224,C1880155,['qnco'],Complex Number,3,30,60
1227,C1704632,['fndg'],Disease Response,1988,27895,28732
1228,C1518601,['ftcn'],Options,472,6445,6720
1231,C4517474,['qnco'],0.7,886,13730,14188
1233,C0195520,['topp'],Injection of ovary,1,0,20
1237,C0162768,"['aapp', 'bacs']",Fusion protein,7,41,71
1238,C4068886,['qnco'],0.15,332,4912,5154
1239,C2828392,['inpr'],Standard (document),1053,14530,15130
1240,C3874953,['patf'],Severe hyperstimulation of ovaries,3,0,60
1242,C0332268,['qlco'],Lacking,500,6476,6876
1243,C0549177,['qnco'],Large,780,11625,12108
1244,C0740116,['qnco'],+2,1996,29146,29857
1245,C0678975,['socb'],inferiority,319,5472,5633
1246,C0013935,['emst'],Embryo,18,20,301
1247,C0205166,['qlco'],Long,1179,17348,17027
1248,C0814472,['hlca'],co-treatment,132,1803,1764
1249,C2939193,['spco'],Median (qualifier value),2651,36177,36681
1250,C0848894,['fndg'],normal patient,38,541,573
1252,C0231449,['spco'],Extended,248,3736,3884
1253,C0441889,['qlco'],Levels (qualifier value),1557,20244,20872
1257,C0332293,['topp'],Treated with,2114,30989,31451
1259,C4517855,['qnco'],68.6,66,1051,924
1261,C3641650,['qlco'],Regardless,382,6146,6279
1263,C1571705,['bpoc'],Follicle,20,101,224
1264,C2937276,['qlco'],Slight (qualifier value),181,2646,2802
1265,C3245505,['qlco'],potential,1600,21097,21733
1266,C1710063,['inpr'],Seven-Day Report,42,611,525
1270,C0205363,['qlco'],Stratified,832,12803,13755
1271,C0309049,"['orch', 'phsu', 'vita']",favor,335,4776,5131
1272,C0205453,['qnco'],Seven,510,6273,6420
1273,C1547282,['anim'],Show,3592,48869,49938
1286,C0070166,"['orch', 'phsu']",clopidogrel,169,3072,2922
1296,C0742343,['dsyn'],Acute Chest Syndrome,149,2870,2733
1299,C0010055,['topp'],Coronary Artery Bypass Surgery,136,2601,2248
1302,C1620287,"['orch', 'phsu']",prasugrel,66,1161,1120
1321,C1532338,['topp'],Percutaneous Coronary Intervention,289,5541,5155
1323,C0522776,['topp'],Placement of stent,52,930,901
1331,C0004057,"['orch', 'phsu']",Aspirin,242,3882,4045
1337,C3463820,['acty'],Inhibition,626,8860,8915
1339,C0948089,['dsyn'],Acute Coronary Syndrome,275,5240,5034
1343,C4049621,['inpr'],Peritoneal Cancer Index,167,3250,3042
1349,C0019080,['patf'],Hemorrhage,647,10606,10953
1351,C0038454,['dsyn'],Cerebrovascular accident,779,14014,13505
1352,C1565489,['dsyn'],Renal Insufficiency,129,2251,2066
1354,C3810814,['diap'],Myocardial Infarction ECG Assessment,169,3094,2965
1358,C0011849,['dsyn'],Diabetes Mellitus,839,14103,14008
1359,C0038257,['medd'],"Stent, device",284,5003,4850
1370,C0020538,['dsyn'],Hypertensive disease,504,7336,7458
1373,C0301630,['npop'],Reduction (chemical),881,12887,13376
1377,C0475224,['ftcn'],Ischemic,274,5110,4847
1379,C0520997,['clna'],"Thrombolysis, function",130,2380,2361
1381,C0242759,['geoa'],Triton - satellite of Neptune,13,260,250
1386,C0445223,['fndg'],Related personal status,2706,37679,38543
1387,C0814225,['qnco'],benefit,1660,24331,25456
1389,C0580836,['tmco'],Old,1204,17758,18443
1390,C2827664,['inpr'],Clinical Events Domain,91,1642,1524
1393,C4517482,['qnco'],0.82,203,3342,3531
1394,C0439509,['tmco'],/40,2041,28655,29769
1396,C4319602,['qnco'],27,1545,21220,22572
1399,C0231448,['ftcn'],Extension,649,9590,10203
1400,C0443288,['ftcn'],Restricted,148,2046,2165
1401,C0861063,['fndg'],Lead Reduction,57,764,776
1403,C1550335,['clas'],Patient type,23,391,371
1405,C2986480,['resa'],Subset Analysis,333,5638,5864
1409,C4554533,['clna'],Trend:Type:Point in time:^Patient:Nominal,435,5804,6119
1410,C3541888,['clas'],CDISC Events Class,1111,17862,18429
1411,C1709305,['acty'],Occur (action),2526,36869,38555
1413,C1704675,['ftcn'],Interaction,932,14563,15078
1415,C0439673,['qlco'],Unknown,506,7517,7572
1417,C4517471,['qnco'],0.65,178,2886,2995
1418,C0449286,['qnco'],Degree or extent,187,2614,2804
1419,C4289594,['fndg'],Eleven or More Activity Hours,58,1080,1070
1422,C4517460,['qnco'],0.46,179,2784,3033
1423,C0449618,['blor'],Target vessel,67,1280,1191
1424,C0455610,['fndg'],H/O: surgery,14,190,250
1426,C0581603,['topp'],Revascularization - action,359,6681,6417
1427,C0439609,['tmco'],Urgent,124,1905,2071
1430,C0023787,['dsyn'],Lipodystrophy,17,182,171
1439,C0299583,"['aapp', 'horm']",leptin,53,418,573
1449,C0019016,"['aapp', 'bacs']",Hemoglobin A,199,3435,3396
1452,C0027468,['hcro'],United States National Institutes of Health,252,3147,3433
1456,C0376315,['mnob'],Manufactured form,409,5289,5740
1468,C0229671,['bdsu'],Serum,635,7421,8308
1471,C0041004,"['bacs', 'orch']",Triglycerides,185,2607,2620
1474,C0035139,['topp'],Surgical Replantation,132,1563,1561
1477,C1513898,['hcro'],National Institute of Diabetes and Digestive and Kidney Diseases (U.S.),4,51,60
1479,C0242339,['dsyn'],Dyslipidemias,102,1720,1603
1481,C0023824,"['bacs', 'orch']",LDL Cholesterol Lipoproteins,232,3803,3808
1482,C0023822,"['bacs', 'orch']",High Density Lipoprotein Cholesterol,105,1621,1661
1484,C0005802,['orch'],Blood Glucose,646,10988,10786
1485,C0166417,"['aapp', 'rcpt']",PPAR gamma,5,41,41
1487,C0221032,['dsyn'],Familial generalized lipodystrophy,4,50,50
1490,C0012238,['orgf'],Digestion,29,324,392
1491,C0678236,['dsyn'],Rare Diseases,44,393,437
1492,C0909862,"['aapp', 'horm', 'phsu']",recombinant methionyl human leptin,5,22,40
1493,C0023175,"['elii', 'hops']",Lead,457,6292,6301
1494,C0085639,['fndg'],Falls,147,2085,1881
1495,C0022658,['dsyn'],Kidney Diseases,104,1676,1734
1497,C0036919,['geoa'],Seychelles,256,3760,3699
1498,C0439661,['qlco'],Acquired (qualifier value),116,1388,1490
1507,C0439660,['ftcn'],Hereditary,26,334,343
1510,C0021622,['orgt'],Institutes,180,2670,2644
1511,C0000769,['ftcn'],teratologic,132,1572,1783
1513,C0026882,['genf'],Mutation,312,4085,3939
1514,C0043227,['ocac'],Work,380,5032,5016
1515,C1335238,['gngm'],PPARG gene,1,10,10
1516,C1423761,['gngm'],BSCL2 gene,1,10,10
1518,C0205309,['qlco'],Known,732,10578,10947
1520,C0205216,['qnco'],Decreased,842,10534,11289
1528,C0442797,['fndg'],Decreasing,211,2549,2806
1529,C1705242,['qlco'],Different,1423,20191,21256
1531,C0175668,['qlco'],Secondary to,273,4190,3862
1534,C0470277,['qnco'],2000,98,1356,1357
1535,C0205246,['spco'],Generalized,705,10745,11018
1536,C3829447,['qlco'],July,362,5124,5282
1537,C0201950,['lbpr'],Cholesterol measurement test,75,1092,1093
1538,C4517826,['qnco'],6.9,110,1635,1686
1539,C1512959,['resa'],Intramural Research,1,10,10
1540,C0681805,['resa'],research funding,7,120,111
1541,C1709323,['resa'],Open Label Study,2404,32363,32961
1544,C3830128,['qnco'],59,915,13327,14149
1545,C4517876,['qnco'],8.4,687,9579,9838
1548,C0342335,['dsyn'],insulin resistance in diabetes,7,90,90
1549,C4024615,['fndg'],Adipose tissue loss,1,10,10
1551,C1416877,['gngm'],LMNA gene,3,21,21
1554,C0205397,['qlco'],seen,779,10924,11170
1555,C3540473,['inpr'],Abnormal Involuntary Movement Scale Questionnaire,175,2377,2626
1556,C1549488,['idcn'],Amount type - Percentage,1019,15745,16052
1557,C0243098,['qnco'],Funding,50,571,681
1560,C2346711,['qlco'],About The Same,177,2129,2275
1561,C3714763,['spco'],Point,993,14247,14904
1562,C4050466,['inpr'],Borg Category-Ratio 10 Perceived Exertion Score 5,1112,16819,17268
1564,C1412282,['gngm'],AGPAT2 gene,1,10,10
1566,C0728938,['qnco'],Partial,209,2576,2645
1567,C1948053,['tmco'],Period (temporal qualifier),1898,26407,27106
1572,C0443318,['ftcn'],Sustained,809,11709,11882
1573,C4319608,['qnco'],48,1588,23139,23603
1574,C3245503,['popg'],National citizen,289,4482,4698
1575,C3828767,['tmco'],November,245,3413,3485
1576,C2348779,['qnco'],Thousand per Deciliter,21,330,310
1579,C3540763,['phsu'],VARIOUS DRUG CLASSES IN ATC,273,3999,3994
1581,C0311400,['ftcn'],Metabolic,239,2712,2884
1582,C4517431,['qnco'],0.16,268,3936,4182
1585,C1704970,['cnce'],Means,195,2615,2657
1586,C0439190,['qnco'],millimole,90,1365,1367
1595,C0244713,"['aapp', 'imft', 'phsu']",interferon beta-1b,7,130,121
1602,C0026769,['dsyn'],Multiple Sclerosis,131,1998,2272
1613,C3693346,['fndg'],Delayed Treatment,28,481,461
1632,C0284968,"['aapp', 'phsu']",Betaseron,2,40,40
1633,C0592527,"['aapp', 'phsu']",Betaferon,2,40,40
1634,C1704338,['qlco'],diagnosis aspect,457,6725,6616
1640,C1424489,['gngm'],BCAP31 gene,6,120,120
1645,C0231170,['fndg'],Disability,292,4545,4474
1650,C0024485,['diap'],Magnetic Resonance Imaging,391,5225,5252
1651,C0034869,['inpr'],Records,654,8772,9398
1652,C0085565,['ocac'],Outcome Assessment (Health Care),128,1945,2023
1663,C0023977,['hlca'],long-term care,316,5084,5099
1666,C0001721,['menp'],Affect (mental function),630,8366,8817
1670,C0162425,['menp'],Intention - mental process,1427,22076,22968
1673,C0205421,['tmco'],Deferred,460,6621,6896
1678,C0332299,['ftcn'],Suggestive of,77,1272,1153
1680,C1518681,['fndg'],Outcome of Therapy,848,12589,12499
1690,C0728893,['qnco'],+5,1170,16538,17030
1692,C3274448,['resa'],Tolerability Study,1256,18105,18373
1694,C4086543,['inpr'],Life Expectancy Less than Five Years,185,2750,2960
1696,C1704532,['topp'],Active Method,258,3775,3895
1700,C3827008,['inpr'],Functional Assessment of Multiple Sclerosis Questionnaire,3,60,60
1707,C0040223,['tmco'],Time,2984,41230,42762
1712,C1522196,['ftcn'],Enteral Route of Drug Administration,107,1572,1672
1713,C0439603,['tmco'],Frequencies (time pattern),789,11335,12446
1715,C1292732,['ftcn'],Investigates,1712,23145,23714
1716,C1301732,['ftcn'],Planned,293,3663,4245
1719,C2985653,['prog'],Study Personnel,31,383,431
1720,C0183683,['medd'],"Support, device",1337,18319,19065
1721,C0750546,['idcn'],newly,268,4044,4038
1722,C1710066,['qlco'],Severity of Adverse Event,47,594,701
1723,C3542417,['inpr'],CDISC SDTM Disease Outcome Terminology,47,621,683
1724,C1548635,['qlco'],Eligible,1197,16696,17849
1725,C4517388,['qnco'],0.003,288,4359,4159
1727,C0451246,['inpr'],Kurtzke multiple sclerosis rating scale,32,522,590
1729,C2985465,['qnco'],Hazard Ratio,1560,26854,27720
1735,C0374505,['topp'],Group Therapies,876,13338,13681
1736,C0589507,['menp'],Cognitive function: initiation,345,4816,5048
1737,C0332186,['tmco'],Definite time,12,152,151
1739,C0682323,['famg'],Partner in relationship,73,935,1122
1741,C0556972,['tmco'],days/year,22,251,343
1744,C1272684,['qlco'],Accepted,640,9476,9566
1746,C0150114,['resa'],unaware,28,382,440
1747,C3842584,['qnco'],70%,1510,22260,22742
1748,C1552615,['qnco'],Act Relationship Subset - maximum,475,5991,5985
1750,C0585825,['ftcn'],Patient registered,134,2211,2153
1752,C1720294,['inpr'],On (qualifier value),168,2313,2095
1753,C3842583,['qnco'],80%,1720,24493,25837
1756,C0542341,['ftcn'],Function (attribute),625,8930,8846
1758,C0332449,['anab'],Minimal lesion,3,60,60
1762,C3640814,['qlco'],Favorable,436,6425,6363
1764,C2921627,['dsyn'],Clinically isolated syndrome,8,150,160
1765,C4688489,['idcn'],Treatment Benefit,133,2024,2114
1766,C0547043,['spco'],Up,572,8040,8632
1769,C1706778,['acty'],Allocation,289,4400,4553
1770,C0439836,['ftcn'],Conversions,119,1815,1646
1771,C1706448,['resa'],Trial Phase 5,7,110,140
1774,C3816734,['fndg'],Absence of Signs or Symptoms,20,341,272
1779,C4517425,['qnco'],0.11,314,4703,4935
1781,C0441849,['inpr'],Group P (alphabetic group),1232,17459,17853
1794,C0085207,['dsyn'],Gestational Diabetes,15,20,270
1799,C0005612,['orga'],Birth Weight,52,430,890
1801,C0701826,['fndg'],Perinatal death,3,0,60
1807,C0595939,['fndg'],Stillbirth,21,121,371
1812,C0007876,['topp'],Cesarean section,37,10,680
1814,C0021641,"['aapp', 'horm', 'phsu']",Insulin,455,6285,6342
1815,C0005803,['diap'],Blood Glucose Self-Monitoring,21,330,330
1816,C0087130,['fndg'],Uncertainty,179,2863,2980
1817,C0017504,['orga'],Gestational Age,66,560,1061
1819,C0024874,['geoa'],Massachusetts (geographic location),199,3116,3219
1829,C0033052,['hlca'],Prenatal care,53,220,950
1830,C0032972,['fndg'],Pregnancy Outcome,44,150,860
1838,C0020459,['dsyn'],Hyperinsulinism,56,676,726
1839,C0037459,['pros'],"Societies, Medical",144,2450,2522
1840,C0021289,['aggp'],"Infant, Newborn",143,1323,2335
1841,C1096155,['dsyn'],Macrophage Activation Syndrome,127,1487,1588
1842,C0030234,"['bacs', 'orch']",Palmitic Acid,143,1517,1690
1843,C0032914,['patf'],Pre-Eclampsia,15,0,270
1844,C0020615,['dsyn'],Hypoglycemia,422,7223,7153
1846,C0852036,['dsyn'],Pregnancy associated hypertension,12,0,230
1847,C0005604,['inpo'],Birth Injuries,1,0,20
1848,C0086153,['topp'],Dietary Modification,43,423,515
1852,C3538928,['qlco'],Usual,657,9894,9682
1858,C0439267,['qnco'],Gram per Deciliter,884,12569,13115
1865,C0020433,['dsyn'],Hyperbilirubinemia,22,321,300
1867,C1148391,['patf'],Newborn complication,5,0,100
1871,C1947933,['acty'],care activity,847,13190,13044
1875,C0269825,['patf'],Shoulder girdle dystocia,1,0,20
1879,C0439064,['qnco'],Numerous,937,12948,13261
1881,C1550543,['phpr'],Fulfill,997,14230,14820
1882,C0184511,['fndg'],Improved,717,9803,9877
1885,C0683454,"['diap', 'inpr']",internal-external locus of control scale,231,3251,3554
1890,C4517560,['qnco'],13.6,213,3170,3272
1892,C0202045,['lbpr'],"Glucose measurement, fasting",9,131,150
1894,C4517454,['qnco'],0.37,175,2565,2804
1895,C1135241,['fndg'],Weeks pregnant,134,510,2370
1897,C0332281,['qlco'],Associated with,4956,71573,74314
1902,C0883003,['lbpr'],Differential panel,555,7115,7708
1911,C1847425,['fndg'],Abnormal oral glucose tolerance,1,0,20
1917,C4517709,['qnco'],32.4,77,1152,1223
1918,C3150281,['fndg'],Fetal overgrowth,1,0,20
1919,C4517879,['qnco'],8.6,715,10026,10593
1920,C3842327,['qnco'],4000,17,192,251
1922,C0439241,['qnco'],deciliter,45,761,741
1923,C0475211,['qnco'],liter,81,1088,1185
1924,C0205195,['qlco'],Combined,2399,33643,35147
1926,C0034975,['inpr'],Registries,149,2481,2531
1934,C0949745,['plnt'],Myristica fragrans,64,1230,1191
1950,C1700035,"['antb', 'orch']",zotarolimus,30,590,560
1955,C3658215,['inpr'],Pragmatic Clinical Trials as Topic,44,800,741
1959,C0014742,['dsyn'],Erythema Multiforme,121,2131,1954
1961,C2985410,['resa'],Non-Randomized Controlled Trials as Topic,141,1932,1808
